74
0xe320	0x9075
0xd5ec	0xd149	;I Hangul Hieuh-E-Rieul
0xd5ed	0xd14a	;J Hangul Hieuh-E-RieulKiyeok
0xd5ee	0xd14b	;K Hangul Hieuh-E-RieulMieum
0xd5ef	0xd14c	;L Hangul Hieuh-E-RieulPieup
0xd5f0	0xd14d	;M Hangul Hieuh-E-RieulSios
0xd5f1	0xd14e	;N Hangul Hieuh-E-RieulThieuth
0xd5f2	0xd14f	;O Hangul Hieuh-E-RieulPhieuph
0xd5f3	0xd150	;P Hangul Hieuh-E-RieulHieuh
0xd5f4	0xd151	;Q Hangul Hieuh-E-Mieum
0xd5f5	0xd153	;S Hangul Hieuh-E-Pieup
0xd5f6	0xd154	;T Hangul Hieuh-E-PieupSios
0xd5f7	0xd155	;U Hangul Hieuh-E-Sios
0xd5f8	0xd156	;V Hangul Hieuh-E-Ssangsios
0xd5f9	0xd157	;W Hangul Hieuh-E-Ieung
0xd5fa	0xd158	;X Hangul Hieuh-E-Cieuc
0xd5fb	0xd159	;Y Hangul Hieuh-E-Chieuch
0xd5fc	0xd15a	;Z Hangul Hieuh-E-Khieukh
0xd5fd	0xd15b	;[ Hangul Hieuh-E-Thieuth
0xd5fe	0xd15c	;\ Hangul Hieuh-E-Phieuph
0xd5ff	0xd15d	;] Hangul Hieuh-E-Hieuh
0xd600	0xd161	;a Hangul Hieuh-Yeo
0xd601	0xd162	;b Hangul Hieuh-Yeo-Kiyeok
0xd602	0xd163	;c Hangul Hieuh-Yeo-SsangKiyeok
0xd603	0xd164	;d Hangul Hieuh-Yeo-KiyeokSios
0xd604	0xd165	;e Hangul Hieuh-Yeo-Nieun
0xd605	0xd166	;f Hangul Hieuh-Yeo-NieunCieuc
0xd606	0xd167	;g Hangul Hieuh-Yeo-NieunHieuh
0xd607	0xd168	;h Hangul Hieuh-Yeo-Tikeut
0xd608	0xd169	;i Hangul Hieuh-Yeo-Rieul
0xd609	0xd16a	;j Hangul Hieuh-Yeo-RieulKiyeok
0xd60a	0xd16b	;k Hangul Hieuh-Yeo-RieulMieum
0xd60b	0xd16c	;l Hangul Hieuh-Yeo-RieulPieup
0xd60c	0xd16d	;m Hangul Hieuh-Yeo-RieulSios
0xd60d	0xd16e	;n Hangul Hieuh-Yeo-RieulThieuth
0xd60e	0xd16f	;o Hangul Hieuh-Yeo-RieulPhieuph
0xd60f	0xd170	;p Hangul Hieuh-Yeo-RieulHieuh
0xd610	0xd171	;q Hangul Hieuh-Yeo-Mieum
0xd611	0xd173	;s Hangul Hieuh-Yeo-Pieup
0xd612	0xd174	;t Hangul Hieuh-Yeo-PieupSios
0xd613	0xd175	;u Hangul Hieuh-Yeo-Sios
0xd614	0xd176	;v Hangul Hieuh-Yeo-Ssangsios
0xd615	0xd177	;w Hangul Hieuh-Yeo-Ieung
0xd616	0xd178	;x Hangul Hieuh-Yeo-Cieuc
0xd617	0xd179	;y Hangul Hieuh-Yeo-Chieuch
0xd618	0xd17a	;z Hangul Hieuh-Yeo-Khieukh
0xd619	0xd17b	;{ Hangul Hieuh-Yeo-Thieuth
0xd61a	0xd17c	;| Hangul Hieuh-Yeo-Phieuph
0xd61b	0xd17d	;} Hangul Hieuh-Yeo-Hieuh
0xd61c	0xd181	;с Hangul Hieuh-Ye
0xd61d	0xd182	;т Hangul Hieuh-Ye-Kiyeok
0xd61e	0xd183	;у Hangul Hieuh-Ye-SsangKiyeok
0xd61f	0xd184	;ф Hangul Hieuh-Ye-KiyeokSios
0xd620	0xd185	;х Hangul Hieuh-Ye-Nieun
0xd621	0xd186	;ц Hangul Hieuh-Ye-NieunCieuc
0xd622	0xd187	;ч Hangul Hieuh-Ye-NieunHieuh
0xd623	0xd188	;ш Hangul Hieuh-Ye-Tikeut
0xd624	0xd189	;щ Hangul Hieuh-Ye-Rieul
0xd625	0xd18a	;ъ Hangul Hieuh-Ye-RieulKiyeok
0xd626	0xd18b	;ы Hangul Hieuh-Ye-RieulMieum
0xd627	0xd18c	;ь Hangul Hieuh-Ye-RieulPieup
0xd628	0xd18d	;э Hangul Hieuh-Ye-RieulSios
0xd629	0xd18e	;ю Hangul Hieuh-Ye-RieulThieuth
0xd62a	0xd18f	;я Hangul Hieuh-Ye-RieulPhieuph
0xd62b	0xd190	;ѐ Hangul Hieuh-Ye-RieulHieuh
0xd62c	0xd191	;ё Hangul Hieuh-Ye-Mieum
0xd62d	0xd193	;ѓ Hangul Hieuh-Ye-Pieup
0xd62e	0xd194	;є Hangul Hieuh-Ye-PieupSios
0xd62f	0xd195	;ѕ Hangul Hieuh-Ye-Sios
0xd630	0xd196	;і Hangul Hieuh-Ye-Ssangsios
0xd631	0xd197	;ї Hangul Hieuh-Ye-Ieung
0xd632	0xd198	;ј Hangul Hieuh-Ye-Cieuc
0xd633	0xd199	;љ Hangul Hieuh-Ye-Chieuch
0xd634	0xd19a	;њ Hangul Hieuh-Ye-Khieukh
0xd635	0xd19b	;ћ Hangul Hieuh-Ye-Thieuth
0xd636	0xd19c	;ќ Hangul Hieuh-Ye-Phieuph
0xd637	0xd19d	;ѝ Hangul Hieuh-Ye-Hieuh
0xd638	0xd1a1	;ѡ Hangul Hieuh-O
0xd639	0xd1a2	;Ѣ Hangul Hieuh-O-Kiyeok
0xd63a	0xd1a3	;ѣ Hangul Hieuh-O-SsangKiyeok
0xd63b	0xd1a4	;Ѥ Hangul Hieuh-O-KiyeokSios
0xd63c	0xd1a5	;ѥ Hangul Hieuh-O-Nieun
0xd63d	0xd1a6	;Ѧ Hangul Hieuh-O-NieunCieuc
0xd63e	0xd1a7	;ѧ Hangul Hieuh-O-NieunHieuh
0xd63f	0xd1a8	;Ѩ Hangul Hieuh-O-Tikeut
0xd640	0xd1a9	;ѩ Hangul Hieuh-O-Rieul
0xd641	0xd1aa	;Ѫ Hangul Hieuh-O-RieulKiyeok
0xd642	0xd1ab	;ѫ Hangul Hieuh-O-RieulMieum
0xd643	0xd1ac	;Ѭ Hangul Hieuh-O-RieulPieup
0xd644	0xd1ad	;ѭ Hangul Hieuh-O-RieulSios
0xd645	0xd1ae	;Ѯ Hangul Hieuh-O-RieulThieuth
0xd646	0xd1af	;ѯ Hangul Hieuh-O-RieulPhieuph
0xd647	0xd1b0	;Ѱ Hangul Hieuh-O-RieulHieuh
0xd648	0xd1b1	;ѱ Hangul Hieuh-O-Mieum
0xd649	0xd1b3	;ѳ Hangul Hieuh-O-Pieup
0xd64a	0xd1b4	;Ѵ Hangul Hieuh-O-PieupSios
0xd64b	0xd1b5	;ѵ Hangul Hieuh-O-Sios
0xd64c	0xd1b6	;Ѷ Hangul Hieuh-O-Ssangsios
0xd64d	0xd1b7	;ѷ Hangul Hieuh-O-Ieung
0xd64e	0xd1b8	;Ѹ Hangul Hieuh-O-Cieuc
0xd64f	0xd1b9	;ѹ Hangul Hieuh-O-Chieuch
0xd650	0xd1ba	;Ѻ Hangul Hieuh-O-Khieukh
0xd651	0xd1bb	;ѻ Hangul Hieuh-O-Thieuth
0xd652	0xd1bc	;Ѽ Hangul Hieuh-O-Phieuph
0xd653	0xd1bd	;ѽ Hangul Hieuh-O-Hieuh
0xd654	0xd1c1	; Hangul Hieuh-Wa
0xd655	0xd1c2	; Hangul Hieuh-Wa-Kiyeok
0xd656	0xd1c3	; Hangul Hieuh-Wa-SsangKiyeok
0xd657	0xd1c4	; Hangul Hieuh-Wa-KiyeokSios
0xd658	0xd1c5	; Hangul Hieuh-Wa-Nieun
0xd659	0xd1c6	; Hangul Hieuh-Wa-NieunCieuc
0xd65a	0xd1c7	; Hangul Hieuh-Wa-NieunHieuh
0xd65b	0xd1c8	; Hangul Hieuh-Wa-Tikeut
0xd65c	0xd1c9	; Hangul Hieuh-Wa-Rieul
0xd65d	0xd1ca	; Hangul Hieuh-Wa-RieulKiyeok
0xd65e	0xd1cb	; Hangul Hieuh-Wa-RieulMieum
0xd65f	0xd1cc	; Hangul Hieuh-Wa-RieulPieup
0xd660	0xd1cd	; Hangul Hieuh-Wa-RieulSios
0xd661	0xd1ce	; Hangul Hieuh-Wa-RieulThieuth
0xd662	0xd1cf	; Hangul Hieuh-Wa-RieulPhieuph
0xd663	0xd1d0	; Hangul Hieuh-Wa-RieulHieuh
0xd664	0xd1d1	; Hangul Hieuh-Wa-Mieum
0xd665	0xd1d3	; Hangul Hieuh-Wa-Pieup
0xd666	0xd1d4	; Hangul Hieuh-Wa-PieupSios
0xd667	0xd1d5	; Hangul Hieuh-Wa-Sios
0xd668	0xd1d6	; Hangul Hieuh-Wa-Ssangsios
0xd669	0xd1d7	; Hangul Hieuh-Wa-Ieung
0xd66a	0xd1d8	; Hangul Hieuh-Wa-Cieuc
0xd66b	0xd1d9	; Hangul Hieuh-Wa-Chieuch
0xd66c	0xd1da	; Hangul Hieuh-Wa-Khieukh
0xd66d	0xd1db	; Hangul Hieuh-Wa-Thieuth
0xd66e	0xd1dc	; Hangul Hieuh-Wa-Phieuph
0xd66f	0xd1dd	; Hangul Hieuh-Wa-Hieuh
0xd670	0xd1e1	; Hangul Hieuh-Wae
0xd671	0xd1e2	; Hangul Hieuh-Wae-Kiyeok
0xd672	0xd1e3	; Hangul Hieuh-Wae-SsangKiyeok
0xd673	0xd1e4	; Hangul Hieuh-Wae-KiyeokSios
0xd674	0xd1e5	; Hangul Hieuh-Wae-Nieun
0xd675	0xd1e6	; Hangul Hieuh-Wae-NieunCieuc
0xd676	0xd1e7	; Hangul Hieuh-Wae-NieunHieuh
0xd677	0xd1e8	; Hangul Hieuh-Wae-Tikeut
0xd678	0xd1e9	; Hangul Hieuh-Wae-Rieul
0xd679	0xd1ea	; Hangul Hieuh-Wae-RieulKiyeok
0xd67a	0xd1eb	; Hangul Hieuh-Wae-RieulMieum
0xd67b	0xd1ec	; Hangul Hieuh-Wae-RieulPieup
0xd67c	0xd1ed	; Hangul Hieuh-Wae-RieulSios
0xd67d	0xd1ee	; Hangul Hieuh-Wae-RieulThieuth
0xd67e	0xd1ef	; Hangul Hieuh-Wae-RieulPhieuph
0xd67f	0xd1f0	; Hangul Hieuh-Wae-RieulHieuh
0xd680	0xd1f1	; Hangul Hieuh-Wae-Mieum
0xd681	0xd1f3	; Hangul Hieuh-Wae-Pieup
0xd682	0xd1f4	; Hangul Hieuh-Wae-PieupSios
0xd683	0xd1f5	; Hangul Hieuh-Wae-Sios
0xd684	0xd1f6	; Hangul Hieuh-Wae-Ssangsios
0xd685	0xd1f7	; Hangul Hieuh-Wae-Ieung
0xd686	0xd1f8	; Hangul Hieuh-Wae-Cieuc
0xd687	0xd1f9	; Hangul Hieuh-Wae-Chieuch
0xd688	0xd1fa	; Hangul Hieuh-Wae-Khieukh
0xd689	0xd1fb	; Hangul Hieuh-Wae-Thieuth
0xd68a	0xd1fc	; Hangul Hieuh-Wae-Phieuph
0xd68b	0xd1fd	; Hangul Hieuh-Wae-Hieuh
0xd68c	0xd241	;A Hangul Hieuh-Oe
0xd68d	0xd242	;B Hangul Hieuh-Oe-Kiyeok
0xd68e	0xd243	;C Hangul Hieuh-Oe-SsangKiyeok
0xd68f	0xd244	;D Hangul Hieuh-Oe-KiyeokSios
0xd690	0xd245	;E Hangul Hieuh-Oe-Nieun
0xd691	0xd246	;F Hangul Hieuh-Oe-NieunCieuc
0xd692	0xd247	;G Hangul Hieuh-Oe-NieunHieuh
0xd693	0xd248	;H Hangul Hieuh-Oe-Tikeut
0xd694	0xd249	;I Hangul Hieuh-Oe-Rieul
0xd695	0xd24a	;J Hangul Hieuh-Oe-RieulKiyeok
0xd696	0xd24b	;K Hangul Hieuh-Oe-RieulMieum
0xd697	0xd24c	;L Hangul Hieuh-Oe-RieulPieup
0xd698	0xd24d	;M Hangul Hieuh-Oe-RieulSios
0xd699	0xd24e	;N Hangul Hieuh-Oe-RieulThieuth
0xd69a	0xd24f	;O Hangul Hieuh-Oe-RieulPhieuph
0xd69b	0xd250	;P Hangul Hieuh-Oe-RieulHieuh
0xd69c	0xd251	;Q Hangul Hieuh-Oe-Mieum
0xd69d	0xd253	;S Hangul Hieuh-Oe-Pieup
0xd69e	0xd254	;T Hangul Hieuh-Oe-PieupSios
0xd69f	0xd255	;U Hangul Hieuh-Oe-Sios
0xd6a0	0xd256	;V Hangul Hieuh-Oe-Ssangsios
0xd6a1	0xd257	;W Hangul Hieuh-Oe-Ieung
0xd6a2	0xd258	;X Hangul Hieuh-Oe-Cieuc
0xd6a3	0xd259	;Y Hangul Hieuh-Oe-Chieuch
0xd6a4	0xd25a	;Z Hangul Hieuh-Oe-Khieukh
0xd6a5	0xd25b	;[ Hangul Hieuh-Oe-Thieuth
0xd6a6	0xd25c	;\ Hangul Hieuh-Oe-Phieuph
0xd6a7	0xd25d	;] Hangul Hieuh-Oe-Hieuh
0xd6a8	0xd261	;a Hangul Hieuh-Yo
0xd6a9	0xd262	;b Hangul Hieuh-Yo-Kiyeok
0xd6aa	0xd263	;c Hangul Hieuh-Yo-SsangKiyeok
0xd6ab	0xd264	;d Hangul Hieuh-Yo-KiyeokSios
0xd6ac	0xd265	;e Hangul Hieuh-Yo-Nieun
0xd6ad	0xd266	;f Hangul Hieuh-Yo-NieunCieuc
0xd6ae	0xd267	;g Hangul Hieuh-Yo-NieunHieuh
0xd6af	0xd268	;h Hangul Hieuh-Yo-Tikeut
0xd6b0	0xd269	;i Hangul Hieuh-Yo-Rieul
0xd6b1	0xd26a	;j Hangul Hieuh-Yo-RieulKiyeok
0xd6b2	0xd26b	;k Hangul Hieuh-Yo-RieulMieum
0xd6b3	0xd26c	;l Hangul Hieuh-Yo-RieulPieup
0xd6b4	0xd26d	;m Hangul Hieuh-Yo-RieulSios
0xd6b5	0xd26e	;n Hangul Hieuh-Yo-RieulThieuth
0xd6b6	0xd26f	;o Hangul Hieuh-Yo-RieulPhieuph
0xd6b7	0xd270	;p Hangul Hieuh-Yo-RieulHieuh
0xd6b8	0xd271	;q Hangul Hieuh-Yo-Mieum
0xd6b9	0xd273	;s Hangul Hieuh-Yo-Pieup
0xd6ba	0xd274	;t Hangul Hieuh-Yo-PieupSios
0xd6bb	0xd275	;u Hangul Hieuh-Yo-Sios
0xd6bc	0xd276	;v Hangul Hieuh-Yo-Ssangsios
0xd6bd	0xd277	;w Hangul Hieuh-Yo-Ieung
0xd6be	0xd278	;x Hangul Hieuh-Yo-Cieuc
0xd6bf	0xd279	;y Hangul Hieuh-Yo-Chieuch
0xd6c0	0xd27a	;z Hangul Hieuh-Yo-Khieukh
0xd6c1	0xd27b	;{ Hangul Hieuh-Yo-Thieuth
0xd6c2	0xd27c	;| Hangul Hieuh-Yo-Phieuph
0xd6c3	0xd27d	;} Hangul Hieuh-Yo-Hieuh
0xd6c4	0xd281	;ҁ Hangul Hieuh-U
0xd6c5	0xd282	;҂ Hangul Hieuh-U-Kiyeok
0xd6c6	0xd283	;҃ Hangul Hieuh-U-SsangKiyeok
0xd6c7	0xd284	;҄ Hangul Hieuh-U-KiyeokSios
0xd6c8	0xd285	;҅ Hangul Hieuh-U-Nieun
0xd6c9	0xd286	;҆ Hangul Hieuh-U-NieunCieuc
0xd6ca	0xd287	;҇ Hangul Hieuh-U-NieunHieuh
0xd6cb	0xd288	;҈ Hangul Hieuh-U-Tikeut
0xd6cc	0xd289	;҉ Hangul Hieuh-U-Rieul
0xd6cd	0xd28a	;Ҋ Hangul Hieuh-U-RieulKiyeok
0xd6ce	0xd28b	;ҋ Hangul Hieuh-U-RieulMieum
0xd6cf	0xd28c	;Ҍ Hangul Hieuh-U-RieulPieup
0xd6d0	0xd28d	;ҍ Hangul Hieuh-U-RieulSios
0xd6d1	0xd28e	;Ҏ Hangul Hieuh-U-RieulThieuth
0xd6d2	0xd28f	;ҏ Hangul Hieuh-U-RieulPhieuph
0xd6d3	0xd290	;Ґ Hangul Hieuh-U-RieulHieuh
0xd6d4	0xd291	;ґ Hangul Hieuh-U-Mieum
0xd6d5	0xd293	;ғ Hangul Hieuh-U-Pieup
0xd6d6	0xd294	;Ҕ Hangul Hieuh-U-PieupSios
0xd6d7	0xd295	;ҕ Hangul Hieuh-U-Sios
0xd6d8	0xd296	;Җ Hangul Hieuh-U-Ssangsios
0xd6d9	0xd297	;җ Hangul Hieuh-U-Ieung
0xd6da	0xd298	;Ҙ Hangul Hieuh-U-Cieuc
0xd6db	0xd299	;ҙ Hangul Hieuh-U-Chieuch
0xd6dc	0xd29a	;Қ Hangul Hieuh-U-Khieukh
0xd6dd	0xd29b	;қ Hangul Hieuh-U-Thieuth
0xd6de	0xd29c	;Ҝ Hangul Hieuh-U-Phieuph
0xd6df	0xd29d	;ҝ Hangul Hieuh-U-Hieuh
0xd6e0	0xd2a1	;ҡ Hangul Hieuh-Weo
0xd6e1	0xd2a2	;Ң Hangul Hieuh-Weo-Kiyeok
0xd6e2	0xd2a3	;ң Hangul Hieuh-Weo-SsangKiyeok
0xd6e3	0xd2a4	;Ҥ Hangul Hieuh-Weo-KiyeokSios
0xd6e4	0xd2a5	;ҥ Hangul Hieuh-Weo-Nieun
0xd6e5	0xd2a6	;Ҧ Hangul Hieuh-Weo-NieunCieuc
0xd6e6	0xd2a7	;ҧ Hangul Hieuh-Weo-NieunHieuh
0xd6e7	0xd2a8	;Ҩ Hangul Hieuh-Weo-Tikeut
0xd6e8	0xd2a9	;ҩ Hangul Hieuh-Weo-Rieul
0xd6e9	0xd2aa	;Ҫ Hangul Hieuh-Weo-RieulKiyeok
0xd6ea	0xd2ab	;ҫ Hangul Hieuh-Weo-RieulMieum
0xd6eb	0xd2ac	;Ҭ Hangul Hieuh-Weo-RieulPieup
0xd6ec	0xd2ad	;ҭ Hangul Hieuh-Weo-RieulSios
0xd6ed	0xd2ae	;Ү Hangul Hieuh-Weo-RieulThieuth
0xd6ee	0xd2af	;ү Hangul Hieuh-Weo-RieulPhieuph
0xd6ef	0xd2b0	;Ұ Hangul Hieuh-Weo-RieulHieuh
0xd6f0	0xd2b1	;ұ Hangul Hieuh-Weo-Mieum
0xd6f1	0xd2b3	;ҳ Hangul Hieuh-Weo-Pieup
0xd6f2	0xd2b4	;Ҵ Hangul Hieuh-Weo-PieupSios
0xd6f3	0xd2b5	;ҵ Hangul Hieuh-Weo-Sios
0xd6f4	0xd2b6	;Ҷ Hangul Hieuh-Weo-Ssangsios
0xd6f5	0xd2b7	;ҷ Hangul Hieuh-Weo-Ieung
0xd6f6	0xd2b8	;Ҹ Hangul Hieuh-Weo-Cieuc
0xd6f7	0xd2b9	;ҹ Hangul Hieuh-Weo-Chieuch
0xd6f8	0xd2ba	;Һ Hangul Hieuh-Weo-Khieukh
0xd6f9	0xd2bb	;һ Hangul Hieuh-Weo-Thieuth
0xd6fa	0xd2bc	;Ҽ Hangul Hieuh-Weo-Phieuph
0xd6fb	0xd2bd	;ҽ Hangul Hieuh-Weo-Hieuh
0xd6fc	0xd2c1	; Hangul Hieuh-We
0xd6fd	0xd2c2	; Hangul Hieuh-We-Kiyeok
0xd6fe	0xd2c3	; Hangul Hieuh-We-SsangKiyeok
0xd6ff	0xd2c4	; Hangul Hieuh-We-KiyeokSios
0xd700	0xd2c5	; Hangul Hieuh-We-Nieun
0xd701	0xd2c6	; Hangul Hieuh-We-NieunCieuc
0xd702	0xd2c7	; Hangul Hieuh-We-NieunHieuh
0xd703	0xd2c8	; Hangul Hieuh-We-Tikeut
0xd704	0xd2c9	; Hangul Hieuh-We-Rieul
0xd705	0xd2ca	; Hangul Hieuh-We-RieulKiyeok
0xd706	0xd2cb	; Hangul Hieuh-We-RieulMieum
0xd707	0xd2cc	; Hangul Hieuh-We-RieulPieup
0xd708	0xd2cd	; Hangul Hieuh-We-RieulSios
0xd709	0xd2ce	; Hangul Hieuh-We-RieulThieuth
0xd70a	0xd2cf	; Hangul Hieuh-We-RieulPhieuph
0xd70b	0xd2d0	; Hangul Hieuh-We-RieulHieuh
0xd70c	0xd2d1	; Hangul Hieuh-We-Mieum
0xd70d	0xd2d3	; Hangul Hieuh-We-Pieup
0xd70e	0xd2d4	; Hangul Hieuh-We-PieupSios
0xd70f	0xd2d5	; Hangul Hieuh-We-Sios
0xd710	0xd2d6	; Hangul Hieuh-We-Ssangsios
0xd711	0xd2d7	; Hangul Hieuh-We-Ieung
0xd712	0xd2d8	; Hangul Hieuh-We-Cieuc
0xd713	0xd2d9	; Hangul Hieuh-We-Chieuch
0xd714	0xd2da	; Hangul Hieuh-We-Khieukh
0xd715	0xd2db	; Hangul Hieuh-We-Thieuth
0xd716	0xd2dc	; Hangul Hieuh-We-Phieuph
0xd717	0xd2dd	; Hangul Hieuh-We-Hieuh
0xd718	0xd2e1	; Hangul Hieuh-Wi
0xd719	0xd2e2	; Hangul Hieuh-Wi-Kiyeok
0xd71a	0xd2e3	; Hangul Hieuh-Wi-SsangKiyeok
0xd71b	0xd2e4	; Hangul Hieuh-Wi-KiyeokSios
0xd71c	0xd2e5	; Hangul Hieuh-Wi-Nieun
0xd71d	0xd2e6	; Hangul Hieuh-Wi-NieunCieuc
0xd71e	0xd2e7	; Hangul Hieuh-Wi-NieunHieuh
0xd71f	0xd2e8	; Hangul Hieuh-Wi-Tikeut
0xd720	0xd2e9	; Hangul Hieuh-Wi-Rieul
0xd721	0xd2ea	; Hangul Hieuh-Wi-RieulKiyeok
0xd722	0xd2eb	; Hangul Hieuh-Wi-RieulMieum
0xd723	0xd2ec	; Hangul Hieuh-Wi-RieulPieup
0xd724	0xd2ed	; Hangul Hieuh-Wi-RieulSios
0xd725	0xd2ee	; Hangul Hieuh-Wi-RieulThieuth
0xd726	0xd2ef	; Hangul Hieuh-Wi-RieulPhieuph
0xd727	0xd2f0	; Hangul Hieuh-Wi-RieulHieuh
0xd728	0xd2f1	; Hangul Hieuh-Wi-Mieum
0xd729	0xd2f3	; Hangul Hieuh-Wi-Pieup
0xd72a	0xd2f4	; Hangul Hieuh-Wi-PieupSios
0xd72b	0xd2f5	; Hangul Hieuh-Wi-Sios
0xd72c	0xd2f6	; Hangul Hieuh-Wi-Ssangsios
0xd72d	0xd2f7	; Hangul Hieuh-Wi-Ieung
0xd72e	0xd2f8	; Hangul Hieuh-Wi-Cieuc
0xd72f	0xd2f9	; Hangul Hieuh-Wi-Chieuch
0xd730	0xd2fa	; Hangul Hieuh-Wi-Khieukh
0xd731	0xd2fb	; Hangul Hieuh-Wi-Thieuth
0xd732	0xd2fc	; Hangul Hieuh-Wi-Phieuph
0xd733	0xd2fd	; Hangul Hieuh-Wi-Hieuh
0xd734	0xd341	;A Hangul Hieuh-Yu
0xd735	0xd342	;B Hangul Hieuh-Yu-Kiyeok
0xd736	0xd343	;C Hangul Hieuh-Yu-SsangKiyeok
0xd737	0xd344	;D Hangul Hieuh-Yu-KiyeokSios
0xd738	0xd345	;E Hangul Hieuh-Yu-Nieun
0xd739	0xd346	;F Hangul Hieuh-Yu-NieunCieuc
0xd73a	0xd347	;G Hangul Hieuh-Yu-NieunHieuh
0xd73b	0xd348	;H Hangul Hieuh-Yu-Tikeut
0xd73c	0xd349	;I Hangul Hieuh-Yu-Rieul
0xd73d	0xd34a	;J Hangul Hieuh-Yu-RieulKiyeok
0xd73e	0xd34b	;K Hangul Hieuh-Yu-RieulMieum
0xd73f	0xd34c	;L Hangul Hieuh-Yu-RieulPieup
0xd740	0xd34d	;M Hangul Hieuh-Yu-RieulSios
0xd741	0xd34e	;N Hangul Hieuh-Yu-RieulThieuth
0xd742	0xd34f	;O Hangul Hieuh-Yu-RieulPhieuph
0xd743	0xd350	;P Hangul Hieuh-Yu-RieulHieuh
0xd744	0xd351	;Q Hangul Hieuh-Yu-Mieum
0xd745	0xd353	;S Hangul Hieuh-Yu-Pieup
0xd746	0xd354	;T Hangul Hieuh-Yu-PieupSios
0xd747	0xd355	;U Hangul Hieuh-Yu-Sios
0xd748	0xd356	;V Hangul Hieuh-Yu-Ssangsios
0xd749	0xd357	;W Hangul Hieuh-Yu-Ieung
0xd74a	0xd358	;X Hangul Hieuh-Yu-Cieuc
0xd74b	0xd359	;Y Hangul Hieuh-Yu-Chieuch
0xd74c	0xd35a	;Z Hangul Hieuh-Yu-Khieukh
0xd74d	0xd35b	;[ Hangul Hieuh-Yu-Thieuth
0xd74e	0xd35c	;\ Hangul Hieuh-Yu-Phieuph
0xd74f	0xd35d	;] Hangul Hieuh-Yu-Hieuh
0xd750	0xd361	;a Hangul Hieuh-Eu
0xd751	0xd362	;b Hangul Hieuh-Eu-Kiyeok
0xd752	0xd363	;c Hangul Hieuh-Eu-SsangKiyeok
0xd753	0xd364	;d Hangul Hieuh-Eu-KiyeokSios
0xd754	0xd365	;e Hangul Hieuh-Eu-Nieun
0xd755	0xd366	;f Hangul Hieuh-Eu-NieunCieuc
0xd756	0xd367	;g Hangul Hieuh-Eu-NieunHieuh
0xd757	0xd368	;h Hangul Hieuh-Eu-Tikeut
0xd758	0xd369	;i Hangul Hieuh-Eu-Rieul
0xd759	0xd36a	;j Hangul Hieuh-Eu-RieulKiyeok
0xd75a	0xd36b	;k Hangul Hieuh-Eu-RieulMieum
0xd75b	0xd36c	;l Hangul Hieuh-Eu-RieulPieup
0xd75c	0xd36d	;m Hangul Hieuh-Eu-RieulSios
0xd75d	0xd36e	;n Hangul Hieuh-Eu-RieulThieuth
0xd75e	0xd36f	;o Hangul Hieuh-Eu-RieulPhieuph
0xd75f	0xd370	;p Hangul Hieuh-Eu-RieulHieuh
0xd760	0xd371	;q Hangul Hieuh-Eu-Mieum
0xd761	0xd373	;s Hangul Hieuh-Eu-Pieup
0xd762	0xd374	;t Hangul Hieuh-Eu-PieupSios
0xd763	0xd375	;u Hangul Hieuh-Eu-Sios
0xd764	0xd376	;v Hangul Hieuh-Eu-Ssangsios
0xd765	0xd377	;w Hangul Hieuh-Eu-Ieung
0xd766	0xd378	;x Hangul Hieuh-Eu-Cieuc
0xd767	0xd379	;y Hangul Hieuh-Eu-Chieuch
0xd768	0xd37a	;z Hangul Hieuh-Eu-Khieukh
0xd769	0xd37b	;{ Hangul Hieuh-Eu-Thieuth
0xd76a	0xd37c	;| Hangul Hieuh-Eu-Phieuph
0xd76b	0xd37d	;} Hangul Hieuh-Eu-Hieuh
0xd76c	0xd381	;Ӂ Hangul Hieuh-Yi
0xd76d	0xd382	;ӂ Hangul Hieuh-Yi-Kiyeok
0xd76e	0xd383	;Ӄ Hangul Hieuh-Yi-SsangKiyeok
0xd76f	0xd384	;ӄ Hangul Hieuh-Yi-KiyeokSios
0xd770	0xd385	;Ӆ Hangul Hieuh-Yi-Nieun
0xd771	0xd386	;ӆ Hangul Hieuh-Yi-NieunCieuc
0xd772	0xd387	;Ӈ Hangul Hieuh-Yi-NieunHieuh
0xd773	0xd388	;ӈ Hangul Hieuh-Yi-Tikeut
0xd774	0xd389	;Ӊ Hangul Hieuh-Yi-Rieul
0xd775	0xd38a	;ӊ Hangul Hieuh-Yi-RieulKiyeok
0xd776	0xd38b	;Ӌ Hangul Hieuh-Yi-RieulMieum
0xd777	0xd38c	;ӌ Hangul Hieuh-Yi-RieulPieup
0xd778	0xd38d	;Ӎ Hangul Hieuh-Yi-RieulSios
0xd779	0xd38e	;ӎ Hangul Hieuh-Yi-RieulThieuth
0xd77a	0xd38f	;ӏ Hangul Hieuh-Yi-RieulPhieuph
0xd77b	0xd390	;Ӑ Hangul Hieuh-Yi-RieulHieuh
0xd77c	0xd391	;ӑ Hangul Hieuh-Yi-Mieum
0xd77d	0xd393	;ӓ Hangul Hieuh-Yi-Pieup
0xd77e	0xd394	;Ӕ Hangul Hieuh-Yi-PieupSios
0xd77f	0xd395	;ӕ Hangul Hieuh-Yi-Sios
0xd780	0xd396	;Ӗ Hangul Hieuh-Yi-Ssangsios
0xd781	0xd397	;ӗ Hangul Hieuh-Yi-Ieung
