xb6af	;
1AED	81359F37
1AEE	81359F38
1AEF	81359F39
1AF0	8135A030
1AF1	8135A031
1AF2	8135A032
1AF3	8135A033
1AF4	8135A034
1AF5	8135A035
1AF6	8135A036
1AF7	8135A037
1AF8	8135A038
1AF9	8135A039
1AFA	8135A130
1AFB	8135A131
1AFC	8135A132
1AFD	8135A133
1AFE	8135A134
1AFF	8135A135
1B00	8135A136
1B01	8135A137
1B02	8135A138
1B03	8135A139
1B04	8135A230
1B05	8135A231
1B06	8135A232
1B07	8135A233
1B08	8135A234
1B09	8135A235
1B0A	8135A236
1B0B	8135A237
1B0C	8135A238
1B0D	8135A239
1B0E	8135A330
1B0F	8135A331
1B10	8135A332
1B11	8135A333
1B12	8135A334
1B13	8135A335
1B14	8135A336
1B15	8135A337
1B16	8135A338
1B17	8135A339
1B18	8135A430
1B19	8135A431
1B1A	8135A432
1B1B	8135A433
1B1C	8135A434
1B1D	8135A435
1B1E	8135A436
1B1F	8135A437
1B20	8135A438
1B21	8135A439
1B22	8135A530
1B23	8135A531
1B24	8135A532
1B25	8135A533
1B26	8135A534
1B27	8135A535
1B28	8135A536
1B29	8135A537
1B2A	8135A538
1B2B	8135A539
1B2C	8135A630
1B2D	8135A631
1B2E	8135A632
1B2F	8135A633
1B30	8135A634
1B31	8135A635
1B32	8135A636
1B33	8135A637
1B34	8135A638
1B35	8135A639
1B36	8135A730
1B37	8135A731
1B38	8135A732
1B39	8135A733
1B3A	8135A734
1B3B	8135A735
1B3C	8135A736
1B3D	8135A737
1B3E	8135A738
1B3F	8135A739
1B40	8135A830
1B41	8135A831
1B42	8135A832
1B43	8135A833
1B44	8135A834
1B45	8135A835
1B46	8135A836
1B47	8135A837
1B48	8135A838
1B49	8135A839
1B4A	8135A930
1B4B	8135A931
1B4C	8135A932
1B4D	8135A933
1B4E	8135A934
1B4F	8135A935
1B50	8135A936
1B51	8135A937
1B52	8135A938
1B53	8135A939
1B54	8135AA30
1B55	8135AA31
1B56	8135AA32
1B57	8135AA33
1B58	8135AA34
1B59	8135AA35
1B5A	8135AA36
1B5B	8135AA37
1B5C	8135AA38
1B5D	8135AA39
1B5E	8135AB30
1B5F	8135AB31
1B60	8135AB32
1B61	8135AB33
1B62	8135AB34
1B63	8135AB35
1B64	8135AB36
1B65	8135AB37
1B66	8135AB38
1B67	8135AB39
1B68	8135AC30
1B69	8135AC31
1B6A	8135AC32
1B6B	8135AC33
1B6C	8135AC34
1B6D	8135AC35
1B6E	8135AC36
1B6F	8135AC37
1B70	8135AC38
1B71	8135AC39
1B72	8135AD30
1B73	8135AD31
1B74	8135AD32
1B75	8135AD33
1B76	8135AD34
1B77	8135AD35
1B78	8135AD36
1B79	8135AD37
1B7A	8135AD38
1B7B	8135AD39
1B7C	8135AE30
1B7D	8135AE31
1B7E	8135AE32
1B7F	8135AE33
1B80	8135AE34
1B81	8135AE35
1B82	8135AE36
1B83	8135AE37
1B84	8135AE38
1B85	8135AE39
1B86	8135AF30
1B87	8135AF31
1B88	8135AF32
1B89	8135AF33
1B8A	8135AF34
1B8B	8135AF35
1B8C	8135AF36
1B8D	8135AF37
1B8E	8135AF38
1B8F	8135AF39
1B90	8135B030
1B91	8135B031
1B92	8135B032
1B93	8135B033
1B94	8135B034
1B95	8135B035
1B96	8135B036
1B97	8135B037
1B98	8135B038
1B99	8135B039
1B9A	8135B130
1B9B	8135B131
1B9C	8135B132
1B9D	8135B133
1B9E	8135B134
1B9F	8135B135
1BA0	8135B136
1BA1	8135B137
1BA2	8135B138
1BA3	8135B139
1BA4	8135B230
1BA5	8135B231
1BA6	8135B232
1BA7	8135B233
1BA8	8135B234
1BA9	8135B235
1BAA	8135B236
1BAB	8135B237
1BAC	8135B238
1BAD	8135B239
1BAE	8135B330
1BAF	8135B331
1BB0	8135B332
1BB1	8135B333
1BB2	8135B334
1BB3	8135B335
1BB4	8135B336
1BB5	8135B337
1BB6	8135B338
1BB7	8135B339
1BB8	8135B430
1BB9	8135B431
1BBA	8135B432
1BBB	8135B433
1BBC	8135B434
1BBD	8135B435
1BBE	8135B436
1BBF	8135B437
1BC0	8135B438
1BC1	8135B439
1BC2	8135B530
1BC3	8135B531
1BC4	8135B532
1BC5	8135B533
1BC6	8135B534
1BC7	8135B535
1BC8	8135B536
1BC9	8135B537
1BCA	8135B538
1BCB	8135B539
1BCC	8135B630
1BCD	8135B631
1BCE	8135B632
1BCF	8135B633
1BD0	8135B634
1BD1	8135B635
1BD2	8135B636
1BD3	8135B637
1BD4	8135B638
1BD5	8135B639
1BD6	8135B730
1BD7	8135B731
1BD8	8135B732
1BD9	8135B733
1BDA	8135B734
1BDB	8135B735
1BDC	8135B736
1BDD	8135B737
1BDE	8135B738
1BDF	8135B739
1BE0	8135B830
1BE1	8135B831
1BE2	8135B832
1BE3	8135B833
1BE4	8135B834
1BE5	8135B835
1BE6	8135B836
1BE7	8135B837
1BE8	8135B838
1BE9	8135B839
1BEA	8135B930
1BEB	8135B931
1BEC	8135B932
1BED	8135B933
1BEE	8135B934
1BEF	8135B935
1BF0	8135B936
1BF1	8135B937
1BF2	8135B938
1BF3	8135B939
1BF4	8135BA30
1BF5	8135BA31
1BF6	8135BA32
1BF7	8135BA33
1BF8	8135BA34
1BF9	8135BA35
1BFA	8135BA36
1BFB	8135BA37
1BFC	8135BA38
1BFD	8135BA39
1BFE	8135BB30
1BFF	8135BB31
1C00	8135BB32
1C01	8135BB33
1C02	8135BB34
1C03	8135BB35
1C04	8135BB36
1C05	8135BB37
1C06	8135BB38
1C07	8135BB39
1C08	8135BC30
1C09	8135BC31
1C0A	8135BC32
1C0B	8135BC33
1C0C	8135BC34
1C0D	8135BC35
1C0E	8135BC36
1C0F	8135BC37
1C10	8135BC38
1C11	8135BC39
1C12	8135BD30
1C13	8135BD31
1C14	8135BD32
1C15	8135BD33
1C16	8135BD34
1C17	8135BD35
1C18	8135BD36
1C19	8135BD37
1C1A	8135BD38
1C1B	8135BD39
1C1C	8135BE30
1C1D	8135BE31
1C1E	8135BE32
1C1F	8135BE33
1C20	8135BE34
1C21	8135BE35
1C22	8135BE36
1C23	8135BE37
1C24	8135BE38
1C25	8135BE39
1C26	8135BF30
1C27	8135BF31
1C28	8135BF32
1C29	8135BF33
1C2A	8135BF34
1C2B	8135BF35
1C2C	8135BF36
1C2D	8135BF37
1C2E	8135BF38
1C2F	8135BF39
1C30	8135C030
1C31	8135C031
1C32	8135C032
1C33	8135C033
1C34	8135C034
1C35	8135C035
1C36	8135C036
1C37	8135C037
1C38	8135C038
1C39	8135C039
1C3A	8135C130
1C3B	8135C131
1C3C	8135C132
1C3D	8135C133
1C3E	8135C134
1C3F	8135C135
1C40	8135C136
1C41	8135C137
1C42	8135C138
1C43	8135C139
1C44	8135C230
1C45	8135C231
1C46	8135C232
1C47	8135C233
1C48	8135C234
1C49	8135C235
1C4A	8135C236
1C4B	8135C237
1C4C	8135C238
1C4D	8135C239
1C4E	8135C330
1C4F	8135C331
1C50	8135C332
1C51	8135C333
1C52	8135C334
1C53	8135C335
1C54	8135C336
1C55	8135C337
1C56	8135C338
1C57	8135C339
1C58	8135C430
1C59	8135C431
1C5A	8135C432
1C5B	8135C433
1C5C	8135C434
1C5D	8135C435
1C5E	8135C436
1C5F	8135C437
1C60	8135C438
1C61	8135C439
1C62	8135C530
1C63	8135C531
1C64	8135C532
1C65	8135C533
1C66	8135C534
1C67	8135C535
1C68	8135C536
1C69	8135C537
1C6A	8135C538
1C6B	8135C539
1C6C	8135C630
1C6D	8135C631
1C6E	8135C632
1C6F	8135C633
1C70	8135C634
1C71	8135C635
1C72	8135C636
1C73	8135C637
1C74	8135C638
1C75	8135C639
1C76	8135C730
1C77	8135C731
1C78	8135C732
1C79	8135C733
1C7A	8135C734
1C7B	8135C735
1C7C	8135C736
1C7D	8135C737
1C7E	8135C738
1C7F	8135C739
1C80	8135C830
1C81	8135C831
1C82	8135C832
1C83	8135C833
1C84	8135C834
1C85	8135C835
1C86	8135C836
1C87	8135C837
1C88	8135C838
1C89	8135C839
1C8A	8135C930
1C8B	8135C931
1C8C	8135C932
1C8D	8135C933
1C8E	8135C934
1C8F	8135C935
1C90	8135C936
1C91	8135C937
1C92	8135C938
1C93	8135C939
1C94	8135CA30
1C95	8135CA31
1C96	8135CA32
1C97	8135CA33
1C98	8135CA34
1C99	8135CA35
1C9A	8135CA36
1C9B	8135CA37
1C9C	8135CA38
1C9D	8135CA39
1C9E	8135CB30
1C9F	8135CB31
1CA0	8135CB32
1CA1	8135CB33
1CA2	8135CB34
1CA3	8135CB35
1CA4	8135CB36
1CA5	8135CB37
1CA6	8135CB38
1CA7	8135CB39
1CA8	8135CC30
1CA9	8135CC31
1CAA	8135CC32
1CAB	8135CC33
1CAC	8135CC34
1CAD	8135CC35
1CAE	8135CC36
1CAF	8135CC37
1CB0	8135CC38
1CB1	8135CC39
1CB2	8135CD30
1CB3	8135CD31
1CB4	8135CD32
1CB5	8135CD33
1CB6	8135CD34
1CB7	8135CD35
1CB8	8135CD36
1CB9	8135CD37
1CBA	8135CD38
1CBB	8135CD39
1CBC	8135CE30
1CBD	8135CE31
1CBE	8135CE32
1CBF	8135CE33
1CC0	8135CE34
1CC1	8135CE35
1CC2	8135CE36
1CC3	8135CE37
1CC4	8135CE38
1CC5	8135CE39
1CC6	8135CF30
1CC7	8135CF31
1CC8	8135CF32
1CC9	8135CF33
1CCA	8135CF34
1CCB	8135CF35
1CCC	8135CF36
1CCD	8135CF37
1CCE	8135CF38
1CCF	8135CF39
1CD0	8135D030
1CD1	8135D031
1CD2	8135D032
1CD3	8135D033
1CD4	8135D034
1CD5	8135D035
1CD6	8135D036
1CD7	8135D037
1CD8	8135D038
1CD9	8135D039
1CDA	8135D130
1CDB	8135D131
1CDC	8135D132
1CDD	8135D133
1CDE	8135D134
1CDF	8135D135
1CE0	8135D136
1CE1	8135D137
1CE2	8135D138
1CE3	8135D139
1CE4	8135D230
1CE5	8135D231
1CE6	8135D232
1CE7	8135D233
1CE8	8135D234
1CE9	8135D235
1CEA	8135D236
1CEB	8135D237
1CEC	8135D238
1CED	8135D239
1CEE	8135D330
1CEF	8135D331
1CF0	8135D332
1CF1	8135D333
1CF2	8135D334
1CF3	8135D335
1CF4	8135D336
1CF5	8135D337
1CF6	8135D338
1CF7	8135D339
1CF8	8135D430
1CF9	8135D431
1CFA	8135D432
1CFB	8135D433
1CFC	8135D434
1CFD	8135D435
1CFE	8135D436
1CFF	8135D437
1D00	8135D438
1D01	8135D439
1D02	8135D530
1D03	8135D531
1D04	8135D532
1D05	8135D533
1D06	8135D534
1D07	8135D535
1D08	8135D536
1D09	8135D537
1D0A	8135D538
1D0B	8135D539
1D0C	8135D630
1D0D	8135D631
1D0E	8135D632
1D0F	8135D633
1D10	8135D634
1D11	8135D635
1D12	8135D636
1D13	8135D637
1D14	8135D638
1D15	8135D639
1D16	8135D730
1D17	8135D731
1D18	8135D732
1D19	8135D733
1D1A	8135D734
1D1B	8135D735
1D1C	8135D736
1D1D	8135D737
1D1E	8135D738
1D1F	8135D739
1D20	8135D830
1D21	8135D831
1D22	8135D832
1D23	8135D833
1D24	8135D834
1D25	8135D835
1D26	8135D836
1D27	8135D837
1D28	8135D838
1D29	8135D839
1D2A	8135D930
1D2B	8135D931
1D2C	8135D932
1D2D	8135D933
1D2E	8135D934
1D2F	8135D935
1D30	8135D936
1D31	8135D937
1D32	8135D938
1D33	8135D939
1D34	8135DA30
1D35	8135DA31
1D36	8135DA32
1D37	8135DA33
1D38	8135DA34
1D39	8135DA35
1D3A	8135DA36
1D3B	8135DA37
1D3C	8135DA38
1D3D	8135DA39
1D3E	8135DB30
1D3F	8135DB31
1D40	8135DB32
1D41	8135DB33
1D42	8135DB34
1D43	8135DB35
1D44	8135DB36
1D45	8135DB37
1D46	8135DB38
1D47	8135DB39
1D48	8135DC30
1D49	8135DC31
1D4A	8135DC32
1D4B	8135DC33
1D4C	8135DC34
1D4D	8135DC35
1D4E	8135DC36
1D4F	8135DC37
1D50	8135DC38
1D51	8135DC39
1D52	8135DD30
1D53	8135DD31
1D54	8135DD32
1D55	8135DD33
1D56	8135DD34
1D57	8135DD35
1D58	8135DD36
1D59	8135DD37
1D5A	8135DD38
1D5B	8135DD39
1D5C	8135DE30
1D5D	8135DE31
1D5E	8135DE32
1D5F	8135DE33
1D60	8135DE34
1D61	8135DE35
1D62	8135DE36
1D63	8135DE37
1D64	8135DE38
1D65	8135DE39
1D66	8135DF30
1D67	8135DF31
1D68	8135DF32
1D69	8135DF33
1D6A	8135DF34
1D6B	8135DF35
1D6C	8135DF36
1D6D	8135DF37
1D6E	8135DF38
1D6F	8135DF39
1D70	8135E030
1D71	8135E031
1D72	8135E032
1D73	8135E033
1D74	8135E034
1D75	8135E035
1D76	8135E036
1D77	8135E037
1D78	8135E038
1D79	8135E039
1D7A	8135E130
1D7B	8135E131
1D7C	8135E132
1D7D	8135E133
1D7E	8135E134
1D7F	8135E135
1D80	8135E136
1D81	8135E137
1D82	8135E138
1D83	8135E139
1D84	8135E230
1D85	8135E231
1D86	8135E232
1D87	8135E233
1D88	8135E234
1D89	8135E235
1D8A	8135E236
1D8B	8135E237
1D8C	8135E238
1D8D	8135E239
1D8E	8135E330
1D8F	8135E331
1D90	8135E332
1D91	8135E333
1D92	8135E334
1D93	8135E335
1D94	8135E336
1D95	8135E337
1D96	8135E338
1D97	8135E339
1D98	8135E430
1D99	8135E431
1D9A	8135E432
1D9B	8135E433
1D9C	8135E434
1D9D	8135E435
1D9E	8135E436
1D9F	8135E437
1DA0	8135E438
1DA1	8135E439
1DA2	8135E530
1DA3	8135E531
1DA4	8135E532
1DA5	8135E533
1DA6	8135E534
1DA7	8135E535
1DA8	8135E536
1DA9	8135E537
1DAA	8135E538
1DAB	8135E539
1DAC	8135E630
1DAD	8135E631
1DAE	8135E632
1DAF	8135E633
1DB0	8135E634
1DB1	8135E635
1DB2	8135E636
1DB3	8135E637
1DB4	8135E638
1DB5	8135E639
1DB6	8135E730
1DB7	8135E731
1DB8	8135E732
1DB9	8135E733
1DBA	8135E734
1DBB	8135E735
1DBC	8135E736
1DBD	8135E737
1DBE	8135E738
1DBF	8135E739
1DC0	8135E830
1DC1	8135E831
1DC2	8135E832
1DC3	8135E833
1DC4	8135E834
1DC5	8135E835
1DC6	8135E836
1DC7	8135E837
1DC8	8135E838
1DC9	8135E839
1DCA	8135E930
1DCB	8135E931
1DCC	8135E932
1DCD	8135E933
1DCE	8135E934
1DCF	8135E935
1DD0	8135E936
1DD1	8135E937
1DD2	8135E938
1DD3	8135E939
1DD4	8135EA30
1DD5	8135EA31
1DD6	8135EA32
1DD7	8135EA33
1DD8	8135EA34
1DD9	8135EA35
1DDA	8135EA36
1DDB	8135EA37
1DDC	8135EA38
1DDD	8135EA39
1DDE	8135EB30
1DDF	8135EB31
1DE0	8135EB32
1DE1	8135EB33
1DE2	8135EB34
1DE3	8135EB35
1DE4	8135EB36
1DE5	8135EB37
1DE6	8135EB38
1DE7	8135EB39
1DE8	8135EC30
1DE9	8135EC31
1DEA	8135EC32
1DEB	8135EC33
1DEC	8135EC34
1DED	8135EC35
1DEE	8135EC36
1DEF	8135EC37
1DF0	8135EC38
1DF1	8135EC39
1DF2	8135ED30
1DF3	8135ED31
1DF4	8135ED32
1DF5	8135ED33
1DF6	8135ED34
1DF7	8135ED35
1DF8	8135ED36
1DF9	8135ED37
1DFA	8135ED38
1DFB	8135ED39
1DFC	8135EE30
1DFD	8135EE31
1DFE	8135EE32
1DFF	8135EE33
1E00	8135EE34
1E01	8135EE35
1E02	8135EE36
1E03	8135EE37
1E04	8135EE38
1E05	8135EE39
1E06	8135EF30
1E07	8135EF31
1E08	8135EF32
1E09	8135EF33
1E0A	8135EF34
1E0B	8135EF35
1E0C	8135EF36
1E0D	8135EF37
1E0E	8135EF38
1E0F	8135EF39
1E10	8135F030
1E11	8135F031
1E12	8135F032
1E13	8135F033
1E14	8135F034
1E15	8135F035
1E16	8135F036
1E17	8135F037
1E18	8135F038
1E19	8135F039
1E1A	8135F130
1E1B	8135F131
1E1C	8135F132
1E1D	8135F133
1E1E	8135F134
1E1F	8135F135
1E20	8135F136
1E21	8135F137
1E22	8135F138
1E23	8135F139
1E24	8135F230
1E25	8135F231
1E26	8135F232
1E27	8135F233
1E28	8135F234
1E29	8135F235
1E2A	8135F236
1E2B	8135F237
1E2C	8135F238
1E2D	8135F239
1E2E	8135F330
1E2F	8135F331
1E30	8135F332
1E31	8135F333
1E32	8135F334
1E33	8135F335
1E34	8135F336
1E35	8135F337
1E36	8135F338
1E37	8135F339
1E38	8135F430
1E39	8135F431
1E3A	8135F432
1E3B	8135F433
1E3C	8135F434
1E3D	8135F435
1E3E	8135F436
1E3F	8135F437
1E40	8135F438
1E41	8135F439
1E42	8135F530
1E43	8135F531
1E44	8135F532
1E45	8135F533
1E46	8135F534
1E47	8135F535
1E48	8135F536
1E49	8135F537
1E4A	8135F538
1E4B	8135F539
1E4C	8135F630
1E4D	8135F631
1E4E	8135F632
1E4F	8135F633
1E50	8135F634
1E51	8135F635
1E52	8135F636
1E53	8135F637
1E54	8135F638
1E55	8135F639
1E56	8135F730
1E57	8135F731
1E58	8135F732
1E59	8135F733
1E5A	8135F734
1E5B	8135F735
1E5C	8135F736
1E5D	8135F737
1E5E	8135F738
1E5F	8135F739
1E60	8135F830
1E61	8135F831
1E62	8135F832
1E63	8135F833
1E64	8135F834
1E65	8135F835
1E66	8135F836
1E67	8135F837
1E68	8135F838
1E69	8135F839
1E6A	8135F930
1E6B	8135F931
1E6C	8135F932
1E6D	8135F933
1E6E	8135F934
1E6F	8135F935
1E70	8135F936
1E71	8135F937
1E72	8135F938
1E73	8135F939
1E74	8135FA30
1E75	8135FA31
1E76	8135FA32
1E77	8135FA33
1E78	8135FA34
1E79	8135FA35
1E7A	8135FA36
1E7B	8135FA37
1E7C	8135FA38
1E7D	8135FA39
1E7E	8135FB30
1E7F	8135FB31
1E80	8135FB32
1E81	8135FB33
1E82	8135FB34
1E83	8135FB35
1E84	8135FB36
1E85	8135FB37
1E86	8135FB38
1E87	8135FB39
1E88	8135FC30
1E89	8135FC31
1E8A	8135FC32
1E8B	8135FC33
1E8C	8135FC34
1E8D	8135FC35
1E8E	8135FC36
1E8F	8135FC37
1E90	8135FC38
1E91	8135FC39
1E92	8135FD30
1E93	8135FD31
1E94	8135FD32
1E95	8135FD33
1E96	8135FD34
1E97	8135FD35
1E98	8135FD36
1E99	8135FD37
1E9A	8135FD38
1E9B	8135FD39
1E9C	8135FE30
1E9D	8135FE31
1E9E	8135FE32
1E9F	8135FE33
1EA0	8135FE34
1EA1	8135FE35
1EA2	8135FE36
1EA3	8135FE37
1EA4	8135FE38
1EA5	8135FE39
1EA6	81368130
1EA7	81368131
1EA8	81368132
1EA9	81368133
1EAA	81368134
1EAB	81368135
1EAC	81368136
1EAD	81368137
1EAE	81368138
1EAF	81368139
1EB0	81368230
1EB1	81368231
1EB2	81368232
1EB3	81368233
1EB4	81368234
1EB5	81368235
1EB6	81368236
1EB7	81368237
1EB8	81368238
1EB9	81368239
1EBA	81368330
1EBB	81368331
1EBC	81368332
1EBD	81368333
1EBE	81368334
1EBF	81368335
1EC0	81368336
1EC1	81368337
1EC2	81368338
1EC3	81368339
1EC4	81368430
1EC5	81368431
1EC6	81368432
1EC7	81368433
1EC8	81368434
1EC9	81368435
1ECA	81368436
1ECB	81368437
1ECC	81368438
1ECD	81368439
1ECE	81368530
1ECF	81368531
1ED0	81368532
1ED1	81368533
1ED2	81368534
1ED3	81368535
1ED4	81368536
1ED5	81368537
1ED6	81368538
1ED7	81368539
1ED8	81368630
1ED9	81368631
1EDA	81368632
1EDB	81368633
1EDC	81368634
1EDD	81368635
1EDE	81368636
1EDF	81368637
1EE0	81368638
1EE1	81368639
1EE2	81368730
1EE3	81368731
1EE4	81368732
1EE5	81368733
1EE6	81368734
1EE7	81368735
1EE8	81368736
1EE9	81368737
1EEA	81368738
1EEB	81368739
1EEC	81368830
1EED	81368831
1EEE	81368832
1EEF	81368833
1EF0	81368834
1EF1	81368835
1EF2	81368836
1EF3	81368837
1EF4	81368838
1EF5	81368839
1EF6	81368930
1EF7	81368931
1EF8	81368932
1EF9	81368933
1EFA	81368934
1EFB	81368935
1EFC	81368936
1EFD	81368937
1EFE	81368938
1EFF	81368939
1F00	81368A30
1F01	81368A31
1F02	81368A32
1F03	81368A33
1F04	81368A34
1F05	81368A35
1F06	81368A36
1F07	81368A37
1F08	81368A38
1F09	81368A39
1F0A	81368B30
1F0B	81368B31
1F0C	81368B32
1F0D	81368B33
1F0E	81368B34
1F0F	81368B35
1F10	81368B36
1F11	81368B37
1F12	81368B38
1F13	81368B39
1F14	81368C30
1F15	81368C31
1F16	81368C32
1F17	81368C33
1F18	81368C34
1F19	81368C35
1F1A	81368C36
1F1B	81368C37
1F1C	81368C38
1F1D	81368C39
1F1E	81368D30
1F1F	81368D31
1F20	81368D32
1F21	81368D33
1F22	81368D34
1F23	81368D35
1F24	81368D36
1F25	81368D37
1F26	81368D38
1F27	81368D39
1F28	81368E30
1F29	81368E31
1F2A	81368E32
1F2B	81368E33
1F2C	81368E34
1F2D	81368E35
1F2E	81368E36
1F2F	81368E37
1F30	81368E38
1F31	81368E39
1F32	81368F30
1F33	81368F31
1F34	81368F32
1F35	81368F33
1F36	81368F34
1F37	81368F35
1F38	81368F36
1F39	81368F37
1F3A	81368F38
1F3B	81368F39
1F3C	81369030
1F3D	81369031
1F3E	81369032
1F3F	81369033
1F40	81369034
1F41	81369035
1F42	81369036
1F43	81369037
1F44	81369038
1F45	81369039
1F46	81369130
1F47	81369131
1F48	81369132
1F49	81369133
1F4A	81369134
1F4B	81369135
1F4C	81369136
1F4D	81369137
1F4E	81369138
1F4F	81369139
1F50	81369230
1F51	81369231
1F52	81369232
1F53	81369233
1F54	81369234
1F55	81369235
1F56	81369236
1F57	81369237
1F58	81369238
1F59	81369239
1F5A	81369330
1F5B	81369331
1F5C	81369332
1F5D	81369333
1F5E	81369334
1F5F	81369335
1F60	81369336
1F61	81369337
1F62	81369338
1F63	81369339
1F64	81369430
1F65	81369431
1F66	81369432
1F67	81369433
1F68	81369434
1F69	81369435
1F6A	81369436
1F6B	81369437
1F6C	81369438
1F6D	81369439
1F6E	81369530
1F6F	81369531
1F70	81369532
1F71	81369533
1F72	81369534
1F73	81369535
1F74	81369536
1F75	81369537
1F76	81369538
1F77	81369539
1F78	81369630
1F79	81369631
1F7A	81369632
1F7B	81369633
1F7C	81369634
1F7D	81369635
1F7E	81369636
1F7F	81369637
1F80	81369638
1F81	81369639
1F82	81369730
1F83	81369731
1F84	81369732
1F85	81369733
1F86	81369734
1F87	81369735
1F88	81369736
1F89	81369737
1F8A	81369738
1F8B	81369739
1F8C	81369830
1F8D	81369831
1F8E	81369832
1F8F	81369833
1F90	81369834
1F91	81369835
1F92	81369836
1F93	81369837
1F94	81369838
1F95	81369839
1F96	81369930
1F97	81369931
1F98	81369932
1F99	81369933
1F9A	81369934
1F9B	81369935
1F9C	81369936
1F9D	81369937
1F9E	81369938
1F9F	81369939
1FA0	81369A30
1FA1	81369A31
1FA2	81369A32
1FA3	81369A33
1FA4	81369A34
1FA5	81369A35
1FA6	81369A36
1FA7	81369A37
1FA8	81369A38
1FA9	81369A39
1FAA	81369B30
1FAB	81369B31
1FAC	81369B32
1FAD	81369B33
1FAE	81369B34
1FAF	81369B35
1FB0	81369B36
1FB1	81369B37
1FB2	81369B38
1FB3	81369B39
1FB4	81369C30
1FB5	81369C31
1FB6	81369C32
1FB7	81369C33
1FB8	81369C34
1FB9	81369C35
1FBA	81369C36
1FBB	81369C37
1FBC	81369C38
1FBD	81369C39
1FBE	81369D30
1FBF	81369D31
1FC0	81369D32
1FC1	81369D33
1FC2	81369D34
1FC3	81369D35
1FC4	81369D36
1FC5	81369D37
1FC6	81369D38
1FC7	81369D39
1FC8	81369E30
1FC9	81369E31
1FCA	81369E32
1FCB	81369E33
1FCC	81369E34
1FCD	81369E35
1FCE	81369E36
1FCF	81369E37
1FD0	81369E38
1FD1	81369E39
1FD2	81369F30
1FD3	81369F31
1FD4	81369F32
1FD5	81369F33
1FD6	81369F34
1FD7	81369F35
1FD8	81369F36
1FD9	81369F37
1FDA	81369F38
1FDB	81369F39
1FDC	8136A030
1FDD	8136A031
1FDE	8136A032
1FDF	8136A033
1FE0	8136A034
1FE1	8136A035
1FE2	8136A036
1FE3	8136A037
1FE4	8136A038
1FE5	8136A039
1FE6	8136A130
1FE7	8136A131
1FE8	8136A132
1FE9	8136A133
1FEA	8136A134
1FEB	8136A135
1FEC	8136A136
1FED	8136A137
1FEE	8136A138
1FEF	8136A139
1FF0	8136A230
1FF1	8136A231
1FF2	8136A232
1FF3	8136A233
1FF4	8136A234
1FF5	8136A235
1FF6	8136A236
1FF7	8136A237
1FF8	8136A238
1FF9	8136A239
1FFA	8136A330
1FFB	8136A331
1FFC	8136A332
1FFD	8136A333
1FFE	8136A334
1FFF	8136A335
2000	8136A336
2001	8136A337
2002	8136A338
2003	8136A339
2004	8136A430
2005	8136A431
2006	8136A432
2007	8136A433
2008	8136A434
2009	8136A435
200A	8136A436
200B	8136A437
200C	8136A438
200D	8136A439
200E	8136A530
200F	8136A531
2010	A95C
2011	8136A532
2012	8136A533
2013	A843
2014	A1AA
2015	A844
2016	A1AC
2017	8136A534
2018	A1AE
2019	A1AF
201A	8136A535
201B	8136A536
201C	A1B0
201D	A1B1
201E	8136A537
201F	8136A538
2020	8136A539
2021	8136A630
2022	8136A631
2023	8136A632
2024	8136A633
2025	A845
2026	A1AD
2027	8136A634
2028	8136A635
2029	8136A636
202A	8136A637
202B	8136A638
202C	8136A639
202D	8136A730
202E	8136A731
202F	8136A732
2030	A1EB
2031	8136A733
2032	A1E4
2033	A1E5
2034	8136A734
2035	A846
2036	8136A735
2037	8136A736
2038	8136A737
2039	8136A738
203A	8136A739
203B	A1F9
203C	8136A830
203D	8136A831
203E	8136A832
203F	8136A833
2040	8136A834
2041	8136A835
2042	8136A836
2043	8136A837
2044	8136A838
2045	8136A839
2046	8136A930
2047	8136A931
2048	8136A932
2049	8136A933
204A	8136A934
204B	8136A935
204C	8136A936
204D	8136A937
204E	8136A938
204F	8136A939
2050	8136AA30
2051	8136AA31
2052	8136AA32
2053	8136AA33
2054	8136AA34
2055	8136AA35
2056	8136AA36
2057	8136AA37
2058	8136AA38
2059	8136AA39
205A	8136AB30
205B	8136AB31
205C	8136AB32
205D	8136AB33
205E	8136AB34
205F	8136AB35
2060	8136AB36
2061	8136AB37
2062	8136AB38
2063	8136AB39
2064	8136AC30
2065	8136AC31
2066	8136AC32
2067	8136AC33
2068	8136AC34
2069	8136AC35
206A	8136AC36
206B	8136AC37
206C	8136AC38
206D	8136AC39
206E	8136AD30
206F	8136AD31
2070	8136AD32
2071	8136AD33
2072	8136AD34
2073	8136AD35
2074	8136AD36
2075	8136AD37
2076	8136AD38
2077	8136AD39
2078	8136AE30
2079	8136AE31
207A	8136AE32
207B	8136AE33
207C	8136AE34
207D	8136AE35
207E	8136AE36
207F	8136AE37
2080	8136AE38
2081	8136AE39
2082	8136AF30
2083	8136AF31
2084	8136AF32
2085	8136AF33
2086	8136AF34
2087	8136AF35
2088	8136AF36
2089	8136AF37
208A	8136AF38
208B	8136AF39
208C	8136B030
208D	8136B031
208E	8136B032
208F	8136B033
2090	8136B034
2091	8136B035
2092	8136B036
2093	8136B037
2094	8136B038
2095	8136B039
2096	8136B130
2097	8136B131
2098	8136B132
2099	8136B133
209A	8136B134
209B	8136B135
209C	8136B136
209D	8136B137
209E	8136B138
209F	8136B139
20A0	8136B230
20A1	8136B231
